순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-STX,스택스,465.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.73,0.76,1.47,157.6,60
2,KRW-LINK,체인링크,17310.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.85,0.96,1.15,128.3,60
3,KRW-PYTH,피스네트워크,84.6,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.73,0.62,0.96,130.7,60
4,KRW-PUMP,펌프펀,6.09,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.52,0.4,0.66,178.8,60
5,KRW-RAY,레이디움,2358.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.72,0.45,0.1,209.2,60
6,KRW-ENA,에테나,286.0,매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,3,1.12,1.12,1.8,185.3,50
7,KRW-ORCA,오르카,2014.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),2,0.59,0.21,0.15,108.0,50
8,KRW-SOL,솔라나,157000.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.77,0.82,1.22,130.0,40
9,KRW-SKR,시커,28.1,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.17,0.17,0.26,160.1,40
10,KRW-FLOCK,플록,97.6,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.23,0.51,0.23,146.8,40
11,KRW-G,그래비티,8.27,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,14.94,17.15,4.91,157.6,30
12,KRW-AAVE,에이브,191200.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.55,1.16,1.62,137.3,30
13,KRW-FF,팔콘파이낸스,172.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,2,0.2,1.75,1.54,146.1,30
14,KRW-JST,저스트,155.0,약한매수,3차 진입 (상승 추세 진행),2차 진입 (피벗 돌파 임박),2,0.47,1.33,1.13,112.0,30
15,KRW-ARB,아비트럼,298.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,1.14,1.83,0.87,197.3,20
16,KRW-MINA,미나,180.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),1,1.0,1.08,0.82,224.3,20
17,KRW-JUP,주피터,393.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),3,1.25,1.09,0.8,132.1,20
18,KRW-PENDLE,펜들,3298.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,2,0.72,1.21,0.78,140.4,20
19,KRW-AERO,에어로드롬파이낸스,921.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),2,1.08,1.05,0.74,135.8,20
20,KRW-UNI,유니스왑,11970.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),2,0.96,1.15,0.64,209.4,20
21,KRW-INJ,인젝티브,10490.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),4,1.75,1.4,0.21,143.2,20
22,KRW-WLD,월드코인,608.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,1.15,0.95,1.2,110.4,10
23,KRW-AWE,에이더블유이,86.0,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,0.97,2.86,0.7,102.6,10
24,KRW-PLUME,플룸,19.6,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,1.35,1.47,0.49,111.3,10
25,KRW-ETH,이더리움,3671000.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.61,1.03,1.37,123.6,0
26,KRW-POL,폴리곤에코시스템토큰,147.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.54,1.09,1.27,117.4,0
27,KRW-EGLD,멀티버스엑스,5860.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.8,5.31,0.91,117.2,0
28,KRW-ESP,에스프레소,127.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.85,3.11,0.7,120.4,0
29,KRW-KAVA,카바,94.1,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.45,1.61,0.36,127.8,0
30,KRW-MET2,메테오라,366.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,1.45,0.63,0.14,152.5,0
