순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-JST,저스트,150.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),2,0.41,0.76,0.36,123.9,60
2,KRW-ONDO,온도파이낸스,531.0,매수,3차 진입 (상승 추세 진행),1차 진입 (VCP 압축 완료),1,0.53,0.98,0.5,110.4,50
3,KRW-INJ,인젝티브,7185.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.88,0.65,0.33,112.4,50
4,KRW-MMT,모멘텀,219.0,매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,1.75,7.41,3.16,105.5,40
5,KRW-UNI,유니스왑,5890.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.74,1.3,0.84,118.1,0
6,KRW-KAITO,카이토,1371.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.75,1.08,0.67,171.9,0
