순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-AWE,에이더블유이,83.2,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.6,0.68,1.05,102.1,50
2,KRW-JTO,지토,807.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),3,0.32,0.62,0.48,107.7,50
3,KRW-JST,저스트,150.0,약한매수,2차 진입 (지선 눌림목),2차 진입 (피벗 돌파 임박),2,1.31,0.63,0.46,117.4,20
4,KRW-MMT,모멘텀,228.0,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,0.89,1.22,0.1,105.9,10
5,KRW-PUMP,펌프펀,3.86,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.27,1.06,0.73,144.0,0
