순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-PENDLE,펜들,2883.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.84,0.86,0.57,130.4,60
2,KRW-RAY,레이디움,1564.0,매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,1.67,3.65,7.04,154.2,50
3,KRW-AWE,에이더블유이,83.1,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.38,0.76,0.61,100.0,50
4,KRW-AERO,에어로드롬파이낸스,740.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.7,0.85,0.56,113.2,50
5,KRW-PENGU,펏지펭귄,11.9,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.23,0.74,0.53,108.5,50
6,KRW-BTC,비트코인,108996000.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.16,0.95,0.47,106.3,50
7,KRW-PLUME,플룸,19.1,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.31,0.6,0.44,109.0,50
8,KRW-MMT,모멘텀,225.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.16,0.08,0.26,101.1,50
9,KRW-BSV,비트코인에스브이,23140.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.3,0.48,0.24,109.9,50
10,KRW-AAVE,에이브,186600.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.26,0.86,0.61,137.4,40
11,KRW-LINK,체인링크,16750.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.25,0.79,0.58,126.7,40
12,KRW-ETH,이더리움,3420000.0,매수,3차 진입 (상승 추세 진행),1차 진입 (VCP 압축 완료),1,0.12,0.94,0.46,115.2,40
13,KRW-PUMP,펌프펀,5.41,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.37,0.48,0.38,173.4,40
14,KRW-MET2,메테오라,278.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.33,0.27,0.32,120.5,40
15,KRW-ONG,온톨로지가스,130.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.39,0.86,0.07,142.1,40
16,KRW-ARB,아비트럼,260.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,4.63,4.05,2.67,178.9,30
17,KRW-JST,저스트,150.0,약한매수,3차 진입 (상승 추세 진행),2차 진입 (피벗 돌파 임박),2,1.46,1.4,0.46,112.0,30
18,KRW-UNI,유니스왑,9625.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),1,2.14,2.55,1.22,185.9,20
19,KRW-JUP,주피터,316.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.38,1.77,0.84,109.8,10
20,KRW-FF,팔콘파이낸스,163.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,1.07,2.32,1.09,148.2,0
21,KRW-ENA,에테나,239.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.3,1.73,0.79,162.3,0
22,KRW-SOL,솔라나,144700.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.21,1.21,0.45,121.5,0
23,KRW-PYTH,피스네트워크,75.6,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.85,1.05,0.36,118.3,0
24,KRW-MINA,미나,103.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.62,1.93,0.2,137.0,0
