순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-AERO,에어로드롬파이낸스,720.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.59,0.76,0.91,110.4,50
2,KRW-PENGU,펏지펭귄,11.5,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.37,0.78,0.83,105.0,50
3,KRW-AWE,에이더블유이,83.1,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.37,0.73,0.57,100.1,50
4,KRW-RAY,레이디움,1134.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.32,0.68,0.39,112.4,50
5,KRW-BSV,비트코인에스브이,22920.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.33,0.57,0.35,108.8,50
6,KRW-PLUME,플룸,18.6,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.42,0.6,0.34,106.4,50
7,KRW-MMT,모멘텀,227.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.16,0.08,0.23,102.2,50
8,KRW-MET2,메테오라,256.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.54,0.24,0.2,111.3,50
9,KRW-LINK,체인링크,15940.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.21,0.81,0.62,120.9,40
10,KRW-AAVE,에이브,176800.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.18,0.84,0.6,130.6,40
11,KRW-PENDLE,펜들,2647.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.61,0.79,0.57,120.3,40
12,KRW-PUMP,펌프펀,5.73,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.34,0.48,0.35,184.5,40
13,KRW-JST,저스트,147.0,약한매수,3차 진입 (상승 추세 진행),2차 진입 (피벗 돌파 임박),2,1.51,1.59,0.44,110.0,30
14,KRW-UNI,유니스왑,8605.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),1,1.8,2.26,1.14,167.5,20
15,KRW-JUP,주피터,296.0,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,0.61,2.04,0.88,103.0,10
16,KRW-BTC,비트코인,108813000.0,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,0.21,1.03,0.78,106.1,10
17,KRW-ETH,이더리움,3354000.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.16,1.11,0.72,113.0,10
18,KRW-PYTH,피스네트워크,73.1,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.85,1.25,0.53,114.5,10
19,KRW-FF,팔콘파이낸스,150.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.81,2.24,1.37,136.9,0
20,KRW-ENA,에테나,223.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.29,1.96,0.81,152.2,0
21,KRW-SOL,솔라나,139500.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.35,1.47,0.68,117.3,0
22,KRW-MINA,미나,103.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.67,5.78,0.4,137.2,0
23,KRW-ONG,온톨로지가스,133.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.48,1.33,0.13,145.4,0
