순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-UNI,유니스왑,11750.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.72,0.91,0.98,212.7,60
2,KRW-ARB,아비트럼,290.0,매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.79,1.47,1.6,195.7,50
3,KRW-INJ,인젝티브,8210.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),3,0.44,0.4,0.47,114.5,50
4,KRW-ESP,에스프레소,117.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.49,0.27,0.27,111.5,50
5,KRW-EGLD,멀티버스엑스,5545.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.55,0.85,0.14,111.1,50
6,KRW-ORCA,오르카,1955.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),2,0.45,0.61,0.07,105.7,50
7,KRW-AAVE,에이브,184300.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.23,0.7,1.03,133.8,40
8,KRW-PUMP,펌프펀,5.85,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.34,0.49,0.88,176.2,40
9,KRW-LINK,체인링크,16190.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.24,0.84,0.72,120.8,40
10,KRW-ETH,이더리움,3418000.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.16,0.84,0.68,115.3,40
11,KRW-SOL,솔라나,145200.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.23,0.57,0.64,121.0,40
12,KRW-STX,스택스,376.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.2,0.46,0.61,128.8,40
13,KRW-ENA,에테나,225.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.26,0.67,0.54,149.1,40
14,KRW-PYTH,피스네트워크,81.9,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.51,0.49,0.53,127.1,40
15,KRW-SKR,시커,26.1,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.13,0.2,0.05,149.4,40
16,KRW-JST,저스트,160.0,약한매수,3차 진입 (상승 추세 진행),2차 진입 (피벗 돌파 임박),2,1.15,0.91,0.89,116.4,20
17,KRW-AERO,에어로드롬파이낸스,847.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.48,1.07,0.79,126.4,20
18,KRW-JUP,주피터,351.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,2,0.45,1.15,0.72,119.5,20
19,KRW-PENDLE,펜들,3504.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),2,0.74,1.11,0.59,151.8,20
20,KRW-MINA,미나,133.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.64,1.89,0.58,170.0,20
21,KRW-RAY,레이디움,2328.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),2,0.95,2.38,0.35,213.5,20
22,KRW-AWE,에이더블유이,88.1,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,1.28,2.34,1.02,105.5,10
23,KRW-PLUME,플룸,18.5,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,0.47,2.13,0.29,105.1,10
24,KRW-MET2,메테오라,340.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.68,3.83,0.33,143.4,0
25,KRW-FF,팔콘파이낸스,179.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,2,0.6,1.35,0.25,154.4,0
