순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-PYTH,피스네트워크,89.6,강력매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.94,0.99,2.73,138.1,90
2,KRW-STX,스택스,450.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.76,0.76,1.02,152.2,60
3,KRW-PUMP,펌프펀,6.05,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.49,0.43,0.84,176.4,60
4,KRW-RAY,레이디움,2430.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.72,0.41,0.08,213.8,60
5,KRW-BSV,비트코인에스브이,31060.0,매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),1,3.01,5.49,29.88,147.2,50
6,KRW-ORCA,오르카,2070.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),2,0.65,0.22,0.19,110.9,50
7,KRW-SOL,솔라나,159700.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.86,0.87,1.26,131.9,40
8,KRW-SKR,시커,28.3,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.17,0.18,0.51,161.1,40
9,KRW-FLOCK,플록,114.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.44,0.44,0.45,170.9,40
10,KRW-KAVA,카바,94.6,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.33,0.82,0.24,128.4,40
11,KRW-AAVE,에이브,201800.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.65,1.3,1.72,144.5,30
12,KRW-G,그래비티,8.26,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,13.52,17.51,1.7,156.8,30
13,KRW-JST,저스트,152.0,약한매수,3차 진입 (상승 추세 진행),2차 진입 (피벗 돌파 임박),2,0.55,1.27,1.34,109.7,30
14,KRW-PENDLE,펜들,3323.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,2,0.56,1.28,1.17,140.9,20
15,KRW-LINK,체인링크,17550.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.97,1.02,1.09,129.8,20
16,KRW-ENA,에테나,292.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,3,1.18,1.18,1.08,188.1,20
17,KRW-AERO,에어로드롬파이낸스,978.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),2,1.2,1.15,0.89,143.8,20
18,KRW-ARB,아비트럼,332.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),1,1.16,1.94,0.83,218.3,20
19,KRW-JUP,주피터,408.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),3,1.37,1.07,0.72,136.6,20
20,KRW-PLUME,플룸,22.5,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,2,2.04,0.51,0.51,127.6,20
21,KRW-MET2,메테오라,474.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),1,2.54,0.46,0.34,195.8,20
22,KRW-INJ,인젝티브,10740.0,약한매수,3차 진입 (추격 매수 주의),2차 진입 (피벗 돌파 임박),4,1.78,1.48,0.25,145.9,20
23,KRW-WLD,월드코인,624.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,1.3,1.02,1.28,113.0,10
24,KRW-AWE,에이더블유이,87.5,약한매수,1차 진입 (돌파 초입),대기 및 추세 관망,1,0.87,2.83,0.65,104.4,10
25,KRW-ETH,이더리움,3717000.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.7,1.06,1.39,125.1,0
26,KRW-POL,폴리곤에코시스템토큰,149.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.56,1.18,1.26,118.9,0
27,KRW-VET,비체인,13.1,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,0.87,1.11,0.9,155.0,0
28,KRW-EGLD,멀티버스엑스,5975.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.81,5.39,0.6,119.6,0
29,KRW-FF,팔콘파이낸스,171.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,2,0.15,1.75,0.59,144.7,0
30,KRW-ESP,에스프레소,128.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.88,2.98,0.38,121.2,0
